id_cl,id_us
93561,100643
216456,1922496
118159,1402129
191981,292819
290286,1733503
290288,1794095
191987,67567
273933,8846
273963,55096
93801,1474400
216685,1452271
249459,406251
290421,1812664
274048,1958629
396978,829950
110276,1583488
216814,1454452
216816,1454700
216817,1455090
151282,1852338
249586,37411
274163,108592
274165,108892
85763,1325047
200462,919322
200466,1782946
290600,1794313
290601,1794174
249643,406331
421742,1359992
421743,1671253
274334,108636
274335,109136
85984,7574
397284,683280
274423,249582
249860,406137
290818,35966
290862,1812910
348208,1062266
118860,1523001
118867,1411964
274551,1548592
274556,52212
118975,57665
217299,1941522
119025,1412210
291071,637921
274708,1794117
250133,406393
250134,406091
160090,1323379
356701,958477
233827,807924
160113,1315981
160170,1325043
160179,1326584
160184,1325880
397792,771740
160246,1325337
184836,405197
266758,516540
389695,413108
94790,1969231
193105,159072
234070,923007
250515,37407
160437,1944795
250558,1926566
94913,1552359
258771,385630
152296,11732
160506,1331725
193323,37172
332600,734176
176953,1752235
217951,1494455
144267,801674
144268,1883337
177050,1748160
398238,944002
160718,1324890
226270,1972353
250892,406400
160803,1867751
226345,774390
160812,1324238
291951,1804805
332966,67137
160946,1326779
414986,1639474
415050,669725
111988,1528075
333177,67494
390551,387524
390558,770850
390578,770874
251326,1763503
300477,138646
423391,1124026
275943,368897
161267,1328803
292339,586144
398843,831881
292349,585654
144921,1472330
144922,762420
63030,819061
251448,57692
161351,1324297
398919,1875419
87634,344163
415352,1118678
153239,1263005
161497,1324866
186071,246367
153311,1831049
161532,1325782
390948,771096
210732,1310858
186166,165487
415552,1119186
251730,48310
161629,1323836
276328,10932
415603,1073539
292757,586155
96168,1585805
178129,1639196
137172,1991706
137173,476100
399365,1728841
399366,717050
301081,664928
88137,1975096
145484,817072
235632,859399
170115,1975038
399509,669945
145568,551506
145569,1700854
293022,1950454
276670,55241
145626,1701013
178396,293599
145631,1701340
252150,406481
391477,804864
416089,1164275
121179,1083082
112989,1634606
145763,1616951
137580,1991803
252286,406339
162190,1412448
113044,1548626
186787,97958
88500,3604
104917,1344615
88556,125496
145914,1700963
162309,1329207
162311,1326410
145932,1700819
186892,76795
145940,1701292
146002,1753794
399965,668485
236155,50637
301701,1882695
301703,633260
178878,1392781
293569,550784
391911,678723
350968,1376291
351023,1925390
277318,481116
89005,694997
154577,251010
277498,402
97317,1298726
228416,1977728
187496,216512
408722,1991820
294086,1774304
294096,586296
228595,1983620
228601,1983680
228602,1983688
253181,1147476
171307,1811602
195930,186316
277856,271877
277877,296406
253315,406346
277901,296185
105925,1391501
171533,1788098
171534,1788042
417441,1335431
114343,1494467
212659,1664903
122569,1122621
229141,1983567
294698,1360402
130877,1541540
98144,1280546
204659,958636
229244,1875746
229246,1983634
229252,1983734
229253,1983389
229256,1938812
188357,189719
393159,1830736
286672,1119337
393168,1238373
229374,776619
30339,1454538
377371,357027
259881,1751550
26130,1520443
304597,1736761
350133,1164081
181313,641849
355195,395128
394675,1753064
281179,223846
334399,1603471
158075,54909
409258,1695130
85134,1528674
280580,613103
125708,1589433
197247,242780
161533,1271771
345039,198890
246432,201961
21844,1129548
235485,784121
231203,980440
322606,1794240
291087,833015
344132,1057774
387055,883812
397427,1284193
333007,1775121
424108,1821290
79183,532340
407519,1679387
152820,1499905
291797,1962865
246440,844829
14395,1055652
30060,381970
126856,1839593
355964,89910
217746,1806097
80859,1151199
275666,1573212
332795,539119
166300,708606
189965,1353710
294300,1548921
81808,988392
167871,1963233
416343,505107
229999,1599487
64752,1361012
321713,1370707
423388,1001593
405798,973548
62450,1224295
247417,620569
105635,149443
207782,858738
233875,1548268
14578,1653155
54440,866159
224728,916486
106944,234759
375840,1990804
196436,1586882
400607,352870
116080,1304567
203709,738632
281191,1266864
421369,579629
205644,1599180
192786,858133
234037,737166
44289,1795359
220112,1796820
142767,72638
324223,428566
305410,1166841
178037,520884
135515,1732264
341675,1768042
256933,1085573
44039,690361
425,638057
258548,127233
367111,869131
83578,1256600
190291,59455
126078,696877
201758,1792864
408420,835969
325470,747907
127288,1639202
75066,50829
273840,1052052
4228,235286
180899,1996718
52516,1627206
396553,331631
159299,626655
251446,1697189
134859,1755797
2980,1407068
297075,1259572
226646,995230
241564,49232
158302,259023
351336,1184287
391227,1968643
44525,1673816
78481,102752
92652,1785709
311423,1401677
204205,711098
393550,1990334
248584,1070775
361080,1069256
183037,315
32103,153980
117655,1868289
345715,460688
21861,1055791
124413,1488757
186963,12845
62124,1069568
257120,1274864
117833,1682013
338667,1987661
107686,1708642
369798,1026237
118363,1322218
379995,213070
412928,27293
85644,1855476
135301,1810362
52947,1452155
149224,814025
151684,1620085
403218,1967935
113821,669352
26332,924950
380867,1155716
134027,1183742
126,197565
76615,581136
335888,920552
266069,922768
56656,317249
414638,1499094
110227,1594754
245579,706704
326125,333392
259599,541515
280717,706713
391668,292735
206656,1795318
131001,975261
124386,1395658
95851,1946455
222137,595360
208561,385657
283187,1195024
234038,1059679
297248,1868063
102182,1343361
14069,1275402
245858,425390
74785,737830
124844,896356
211007,1490179
309469,1930877
222734,263723
90936,1046351
238973,369695
112092,420338
395986,908290
346774,1041936
9950,1262656
348224,321
56423,558641
51715,1057633
76371,176920
187524,349877
170826,983244
50944,1944348
61682,1624725
182936,378491
131636,1112115
182921,1775834
389630,572909
239653,762012
68446,1790006
205650,1338790
409120,1820122
198909,413919
356250,1636136
109682,427517
336219,1081797
164881,1701543
92561,1934606
301572,978473
62759,942555
131802,199641
414538,1432907
359899,630415
346872,584640
108309,101856
368539,242890
242317,1979644
148298,274476
276486,1276335
142906,1795446
385832,149729
223405,1470228
45278,135092
359304,34072
222980,569454
6625,1134648
166953,1473962
379780,1540634
365185,1700705
118013,1739367
201751,343132
166278,1190065
331694,155339
225427,1398199
297227,1076808
424013,1720659
221497,1338905
405664,284141
360208,395941
368643,978112
43814,1088445
164146,1530194
184920,1105539
325611,259340
373737,1864038
313817,806455
250457,1062980
334511,1275440
360564,1699853
313423,1637040
28239,1040729
396301,89961
275622,1944446
239563,553873
202247,1116540
189682,1890410
276119,1130793
164641,433844
352823,450680
117854,1239773
393980,1548332
72988,880771
284296,283899
266274,996152
208454,371875
269074,1302800
26646,144556
126705,63260
41422,780136
206808,1612428
257732,67518
33995,1483800
353647,1477052
78491,640976
239992,1589389
420260,855423
92394,1446911
311927,1282917
360055,434061
42516,131798
268342,858083
278826,346347
159276,1063770
234621,1662111
1321,1495561
355242,330672
254521,79539
308464,780736
109180,352702
87413,1138963
349033,1123044
308832,1223284
237239,420163
93555,143255
99883,1270258
407976,1469981
61623,1602913
117796,233803
241546,1771369
70348,700291
133277,693541
417354,709717
265558,1093340
405928,872857
239931,1945295
1806,51628
46809,95258
409952,848787
258524,1941768
235817,1267590
122757,458239
129774,120977
68356,188068
240827,995996
71567,1506398
202137,601601
175322,270
249271,590056
336798,858900
125933,1964431
130566,632517
110396,578784
360312,261514
175658,1239172
296596,685323
87223,1396671
61818,115368
276644,1837585
149516,245612
126724,264533
399925,1763205
218656,1693995
368396,1788135
327402,160911
144905,807371
315822,155265
313032,1512637
353996,271483
164400,532149
118988,1837512
410998,464190
182354,82050
32037,713306
32408,290843
8608,279592
43049,238228
71545,1027325
347101,761740
179755,9446
125008,927678
123240,7948
174065,594756
376480,1898710
54827,1781987
84304,1783756
149536,1276171
65866,1571663
409505,1834138
130537,781682
109185,1720402
90469,1344375
216479,1071365
197423,692263
74992,1806227
189438,934799
60486,1474672
382825,383788
31476,752051
142686,175557
46893,537557
67603,319662
17414,385854
83505,637704
297024,1511623
178212,1664192
324044,536920
375785,671441
235814,1358879
387456,49135
397081,577392
157200,705677
396601,361060
237082,1844482
16372,1431607
118411,156661
42236,1566745
328434,410954
26553,790193
144297,838946
247116,1360742
288256,623056
49223,1367486
113435,807322
51050,1962991
423217,1256737
382467,903566
321276,1965715
392035,1057324
241724,716970
26728,959918
54104,1117631
154721,783335
386537,1095217
393358,385410
126921,1260260
424085,1439631
419055,240023
406940,1795309
10957,634795
101109,1256894
145696,1252331
186639,858134
141939,1391845
295190,1025988
258510,1555032
141170,668317
280446,897458
129888,764893
235838,413988
258916,417457
378384,89847
239717,972542
16234,104517
317466,1625106
203719,73324
319359,389660
46633,749050
66394,1361756
385754,1371732
107377,1284879
351263,1030318
262076,560438
118972,1876790
190537,179894
35552,1983288
81377,180684
70265,1736061
145920,1196871
80943,382769
96452,384256
126045,862373
282061,693204
354897,142430
145721,1605566
141246,1783532
249581,1875215
299537,564634
105054,1355940
243598,591583
109844,1936046
55483,143110
249362,1796015
357046,951412
102780,1286396
381230,1987609
190359,1255151
1557,1485416
35202,1773259
333712,30483
301600,1975151
387542,1351371
159553,919668
250257,1018146
391255,546149
141490,749272
348967,1750969
418374,1328242
347227,396234
310184,1224513
249221,1368260
312225,1074609
250304,268443
414645,1717862
92906,9667
1490,1967607
56200,1492735
212702,1938222
329730,527429
396911,568118
293751,1078208
399753,590470
28673,1447907
109299,33540
305755,1932233
169728,680934
415193,803824
409184,930268
254127,1498963
63425,1442391
364620,842552
158825,858147
343336,1329953
61273,1300876
308607,613263
64515,1983337
318921,1609986
85837,1367306
249358,1204694
369490,1721845
10344,632598
106116,162792
105944,985480
281325,1268199
114064,921160
122280,286410
337783,1992710
194362,179132
258890,411826
221934,460534
371060,405793
333870,607049
114484,799305
422858,678614
263948,1003786
111852,1010085
232400,216742
313760,1346667
264127,127970
150191,1548824
217187,1075872
233517,1440995
32676,902967
230013,927323
184567,427740
366997,560319
335091,1628269
12144,935803
88153,1059034
51686,876480
268950,1493223
145650,1472431
341219,1130228
390950,189379
22499,1897123
114224,175997
41524,1617830
347497,1152557
410703,949727
351628,405496
279042,223128
111810,62409
85813,1137442
41239,1993449
348676,1392158
295469,723384
363977,1426690
52278,1581134
59722,1416778
212875,1639379
355776,75424
362094,57204
130234,950081
324048,413131
165938,1764118
122654,911787
71978,940897
183337,1223436
407497,1367682
3886,1173597
134666,990541
400353,401809
243038,704041
109143,699521
48736,1981590
121146,1937180
271051,1587771
16263,1317172
27548,1024636
147972,1830818
91115,1795905
300490,219473
344568,1475740
15639,567194
110102,200363
42599,1841820
46037,1558201
166094,694891
8033,846348
282988,241373
119162,105198
74355,652735
372868,428039
81139,893712
71264,926690
105536,1814674
148412,47692
352739,1799580
240571,1432452
56915,938642
163961,861236
267332,1056795
92864,199542
15223,1115641
374049,1865247
314920,1516602
397627,793519
256242,1398092
380812,1348170
328441,1682459
26843,844695
401564,1006946
192409,546670
36409,100633
371239,1551817
400319,1959627
58716,1855078
335397,909405
408966,1347893
318564,1816102
163689,872658
126448,1065972
104109,189065
227272,1980527
191314,181702
311088,1529572
409287,27292
16537,912698
283908,1992600
291232,1435453
122729,1012080
256507,1117689
110541,355212
354488,1829126
234028,1429425
37386,289068
371198,790118
104020,517892
275587,1375029
367673,1189033
53771,715749
49837,629026
38781,1754380
183099,238952
353079,1922373
269489,658305
42813,1111594
189077,1922144
397843,1134595
227713,503782
134955,1884453
130373,1283135
153951,1173
247453,1437967
337881,1525385
251757,137706
78624,1763559
92478,1528124
422891,396029
391386,1086994
90326,696085
25687,1378989
56428,872517
359308,435380
163500,870809
384905,659465
40178,177175
87274,844622
116047,1171841
111732,33006
108547,37165
115452,437599
255391,966479
299129,836610
270648,1911651
152071,1643013
342751,706845
280660,423287
68338,578283
375518,1641982
60769,1947594
168744,1597775
348802,1481677
135860,913444
215025,1934305
6117,1335097
66687,810765
165185,861166
70224,771047
90379,794767
398242,251854
32717,1280193
296633,85367
389127,1362792
274989,909052
421028,436228
144340,1058006
382360,1610050
125226,717427
78691,696481
269300,1429161
248183,1467708
112099,888160
299339,971546
245779,1907037
60531,258890
76433,1131159
5633,815880
182654,1375348
341439,1453551
127814,805568
144190,1075061
131429,1136022
148031,1092187
413120,695000
7804,707453
53989,598974
73526,311845
139026,1538936
287476,964400
29332,1995485
155347,297791
317347,1708085
86719,208324
412925,400605
417004,355323
157939,442275
65283,37480
71213,1157482
371933,1856871
296089,318127
374808,767982
366963,1125411
413712,300584
201322,1848601
189507,1900934
149570,1133103
260865,1427298
323277,1366978
69574,1535830
27332,1541840
14436,859108
25749,268556
57958,210573
270362,286640
391469,1064070
338111,585917
144546,1334735
410788,623271
115280,1340382
138844,328609
75406,596133
121308,1419068
395284,1036732
54133,1427954
206422,961415
220455,405925
169837,317438
176540,1509349
396915,446404
23443,312531
199214,1308607
290383,1468437
318435,1896420
118715,69176
215768,1016372
331403,18622
147713,671715
348309,937384
265779,1238761
117852,347694
180366,480018
333533,1796847
107045,802643
409715,695999
51944,60655
158189,68217
156298,1751891
183279,1784877
55786,12791
74292,1511466
166596,421910
154905,403344
230905,1833303
187810,410720
67510,850230
202561,1746479
27636,783313
384390,1962204
416441,1931341
46976,132077
141951,805763
402493,1578183
96908,944346
133990,67005
70601,56911
36864,288212
42975,1531051
181091,1151462
139272,1825366
171750,858305
395483,1631743
309671,894876
394052,268376
45606,313193
58515,195702
157435,1965976
335061,804105
181151,179231
348664,1420492
292169,1650533
170885,1957169
35524,1768815
232105,1945956
31367,1913613
264982,35804
79839,303819
6823,1917131
417378,698694
105981,1052700
402687,851265
197552,1244234
327067,274346
331864,843101
64536,12150
106601,484064
56610,1673192
259962,551490
425669,406502
247338,1467973
118825,1886529
221720,309045
183785,1866748
86726,1624822
11375,876958
41917,237400
188511,1324989
61177,263150
61072,4826
330899,1988878
54872,753820
60706,284013
38199,802417
1356,1522987
48801,231481
147235,1324646
416909,1008116
174674,1946703
425667,1118922
130619,385614
323464,1347787
220577,846176
2723,679225
8276,796249
40270,158252
96003,1125133
187528,1377274
273533,1035803
100922,1140688
271378,1445868
117117,1983483
171760,183261
45625,1299229
102924,1662508
74038,194139
314044,1119335
232681,479222
419017,1444588
213257,74055
35221,1585709
243052,191656
80083,511181
31048,1262105
266537,859382
337415,762617
55872,244487
247328,513823
269,1705753
295713,96517
302201,1842982
217202,919736
102160,170453
162738,111193
175381,1474915
236211,727896
314718,349388
212616,788334
374264,1361761
260287,808571
370705,319910
396189,38076
408391,706446
115849,438292
205693,1367858
16670,518323
400838,421339
30829,1762531
77227,1333873
250453,1748098
357377,125788
130125,532699
421441,6838
179471,323783
107289,1381628
416292,502303
161707,1431749
15744,1686486
16050,1407103
183695,678679
125871,639585
356013,1424162
162937,771492
61851,1488091
202467,238932
55090,1435147
58849,1482638
355318,1301004
267790,1989678
398015,104661
185037,137421
99674,877660
6308,954884
147527,1124724
400687,787343
286142,213517
69385,70713
287484,771293
131327,852273
97963,184793
232090,1194905
274799,1019653
70131,858483
287279,1854928
32990,1054071
203811,936741
321619,277576
410449,729014
218590,1876630
347996,1043831
259219,1005567
289899,1416306
409627,1629097
23325,1895805
55696,738089
232045,1659266
163209,202668
39275,865362
334032,220607
136283,195890
318520,1415666
118357,1560006
132743,1838132
357348,77073
43332,1539560
77994,658635
109633,1293250
107371,1471508
392304,1030895
56613,1304382
52234,1143852
62008,858040
183095,798351
115558,3276
113338,756316
54488,435777
409209,229464
238617,714179
347738,145709
232813,202323
237283,1984804
191049,62800
79455,858380
315651,1865550
330494,240893
387171,1662110
371341,762242
333809,1367748
314678,981881
293123,1104877
181599,1422751
218252,1095232
109554,1785682
355978,566229
264270,1208461
158065,851724
28594,1548598
137670,1161522
168613,1813095
284019,1696022
188309,615153
263922,753958
164631,1269715
16243,565288
175133,1080107
166727,737214
273756,1405017
148813,712997
247705,187676
44011,529266
187494,214910
185703,182347
128154,321307
144578,692479
207594,70421
336214,535927
370958,798842
351550,1993008
335031,1814732
314846,350196
96639,1096684
335836,506401
34804,1674436
341001,288341
52423,615965
152119,627794
163602,1304449
386424,1562750
93447,1226208
240573,1277097
402182,369406
30070,1400852
16229,407224
51501,955434
248142,147682
51951,50807
284383,1896475
272326,919161
280655,1667060
10570,1383244
109864,1130329
144337,1011898
178261,1298159
331863,1364370
71030,1365184
16190,404887
310991,239746
129382,1984511
355558,1523110
69961,284335
97478,175635
119142,802864
368975,1484546
118517,140975
39843,1400361
412397,678604
303918,688925
250880,1533526
33823,134450
399740,228895
258333,1686619
149614,995065
270237,455716
390995,1929462
32671,1583328
143196,1937428
190363,1447596
149113,900218
320327,105828
424247,142442
410528,621508
335725,1266963
337499,37522
190482,1033987
173364,532780
360711,1483583
373415,1836943
342687,1394931
35753,673138
380506,1769277
98310,1804775
235446,726670
330260,1928762
250112,1275219
109666,1360902
249511,840333
274221,1608835
278143,1015968
181538,1568521
265375,1048455
85214,958846
88130,1253294
93524,702140
47835,969178
30839,1481279
370795,23665
120471,41540
392901,1255407
86898,489716
67569,985591
49496,455941
381631,1494773
53577,1111799
260354,846485
263775,714454
241552,1120299
316662,1025553
329132,170318
367358,1226672
272672,309787
267496,937879
270199,1815975
165141,1241825
114280,770453
332090,498570
60958,613387
415319,1834345
339255,1896881
181,577744
24865,1070147
135380,1792669
262926,1821223
45853,1490499
88688,579971
340269,908958
369546,939347
410610,128950
56972,48383
285011,122939
326010,1718416
377620,187784
77283,1513874
116927,250670
59843,1264438
363435,58430
7234,1578634
3718,1529353
16326,1993488
234923,1636693
155880,1599332
93998,441264
52564,1497234
384247,1627531
395307,96529
52439,1240635
77366,281357
136365,805618
186382,1433810
271769,1785986
316828,769429
154350,594098
321622,1211223
99890,106433
44731,1129972
69082,1981109
408556,1023761
182374,746225
336678,1297042
215679,156955
25480,866093
178812,1127189
295888,581071
47796,67270
374118,836607
281030,962035
233300,1286394
378263,1844679
146141,1999191
10605,842248
387966,705434
62159,1071550
262546,1714647
374465,1330719
62217,1519880
218301,941109
18376,539397
78653,404835
329826,682915
6180,1394003
409489,1661228
281092,845378
271217,601251
329723,630942
108696,207516
226729,1867709
76468,1864827
291081,630525
163921,755126
306606,1800123
106397,481556
410160,331188
130894,643107
333556,507328
165383,217621
294512,1655134
98177,896495
