id_cl,id_us,label
333343,387856,1
337716,578784,1
333674,67567,1
398182,807527,1
115447,817252,1
190712,190062,1
69982,583621,1
292339,586144,1
330828,622685,1
355015,958636,1
397792,771740,1
173039,79832,1
328783,550833,1
269407,435064,1
295087,587001,1
266506,525881,1
415852,978112,1
264394,176383,1
242081,79832,1
337937,579180,1
284379,162760,1
300012,657680,1
328779,567194,1
332711,385615,1
150868,525554,1
193037,120977,1
329281,8937,1
328528,586225,1
288188,986461,1
84222,8136,1
254489,54160,1
334939,67270,1
192222,107747,1
195704,289573,1
392936,824204,1
333178,67247,1
342502,194848,1
270481,89863,1
382521,340147,1
294262,586167,1
86400,316315,1
280278,541808,1
295743,562970,1
288604,585676,1
295757,585895,1
188017,100643,1
195945,185152,1
255756,53166,1
331744,8009,1
302672,585654,1
273139,62721,1
334082,406173,1
338471,714054,1
189287,80922,1
288130,571146,1
388626,195936,1
203100,728954,1
257464,406404,1
202035,920313,1
167258,435064,1
301259,988245,1
332712,385360,1
279839,435064,1
86748,35469,1
191727,253134,1
328324,585654,1
253727,7819,1
11152,132077,1
290540,657680,1
275511,54995,1
274167,109110,1
182616,405496,1
334061,38380,1
206892,923009,1
242769,560528,1
209267,922106,1
15205,188068,1
283338,83666,1
334282,51761,1
255563,7928,1
24457,141637,1
282137,858738,1
328561,585808,1
373519,865641,1
292957,557153,1
283430,90529,1
183446,802433,1
236244,859399,1
11546,66463,1
155455,978112,1
341527,622685,1
328355,586125,1
174014,858134,1
251536,366,1
253437,18653,1
334172,753397,1
255669,365149,1
253493,385615,1
91006,761570,1
180502,284633,1
178399,267429,1
328780,585964,1
250778,121365,1
236784,844829,1
191226,435064,1
191864,169312,1
388553,149556,1
49390,557754,1
184657,79832,1
244018,27292,1
328672,550965,1
182718,221566,1
253447,48383,1
255757,53221,1
382001,874271,1
387182,149729,1
349157,817252,1
203730,817252,1
393880,824183,1
251326,433281,1
202034,923009,1
252151,406200,1
335194,57665,1
397642,809251,1
302838,208030,1
334864,67137,1
301159,664928,1
237454,872517,1
334582,67247,1
190231,161717,1
388223,294274,1
208358,919322,1
192293,253096,1
271072,90459,1
421282,384488,1
360944,346469,1
178320,251762,1
83170,35858,1
395238,824392,1
253607,77083,1
341339,556154,1
202417,256492,1
256755,7266,1
275227,17228,1
392482,807197,1
232924,922890,1
86493,35838,1
397152,777120,1
193609,82025,1
127446,435064,1
2257,201583,1
203808,919079,1
196271,151876,1
191856,120977,1
202064,839335,1
171854,955798,1
88137,752877,1
86744,36002,1
407376,591341,1
162656,495556,1
173684,859287,1
297288,586091,1
237498,844954,1
253739,7939,1
328925,585661,1
233827,586763,1
395952,740842,1
257969,406481,1
294491,586155,1
207291,566254,1
274423,249582,1
274672,79832,1
214999,518323,1
418305,435064,1
302078,585964,1
333733,7811,1
330421,405496,1
332631,734077,1
127169,817252,1
285707,83666,1
155522,171896,1
404092,638374,1
293343,585808,1
197580,687240,1
334533,734443,1
302109,990204,1
257053,406432,1
249759,270,1
265297,145974,1
288519,586019,1
83820,7599,1
256753,7481,1
415131,494610,1
263912,557754,1
193770,944543,1
195664,921720,1
276389,366,1
47255,923388,1
334083,406432,1
253193,46925,1
276399,308,1
362038,201583,1
328286,585864,1
278267,525881,1
251317,433327,1
84633,90012,1
394171,824183,1
206206,923173,1
174115,859363,1
328266,585980,1
207396,922139,1
249679,436458,1
256192,385360,1
182623,802409,1
193524,253151,1
4953,670982,1
209273,921799,1
258196,406424,1
338988,7186,1
107930,682414,1
387930,283361,1
154282,304836,1
254308,8937,1
292337,551070,1
186892,76795,1
12923,187676,1
254710,281047,1
191308,946889,1
204176,443870,1
332165,7939,1
89690,736309,1
206208,919356,1
240926,898919,1
393938,824401,1
294150,586091,1
126975,435064,1
180900,764787,1
255677,281047,1
281667,53171,1
219501,557754,1
333384,385591,1
140401,593592,1
275616,385087,1
86378,36032,1
333673,67555,1
335299,385849,1
232731,876459,1
198375,149318,1
204810,193830,1
213485,435064,1
339101,79832,1
86554,35620,1
186758,126202,1
186626,155342,1
207071,435064,1
333675,67494,1
344752,201583,1
87642,90370,1
388584,316021,1
292208,585980,1
269075,525881,1
394567,824239,1
249860,406137,1
10421,140621,1
397417,829982,1
294015,550800,1
300645,138646,1
332449,682073,1
199784,921720,1
390178,805854,1
203728,919736,1
390197,435064,1
271309,62635,1
141142,385474,1
343709,132617,1
418962,435064,1
295009,586386,1
145151,677914,1
288578,551111,1
328356,585794,1
343891,435064,1
328609,586225,1
91949,319079,1
391295,740770,1
288556,550800,1
203463,990764,1
277498,359395,1
388866,195936,1
123719,999592,1
258471,68305,1
399674,675682,1
302205,988110,1
254470,7194,1
204893,256492,1
258362,385349,1
186427,126906,1
203421,921130,1
144829,687237,1
181455,402528,1
288744,585830,1
208378,919736,1
196340,37522,1
206027,289573,1
391646,678290,1
298762,990204,1
275089,406404,1
360255,346469,1
328967,586125,1
397868,776456,1
195918,186434,1
285854,83038,1
257737,201583,1
193958,920313,1
283747,161613,1
254076,46925,1
328674,585661,1
397191,79832,1
209830,251067,1
333176,67567,1
207998,289573,1
294059,745360,1
256502,53208,1
288539,585863,1
336285,586144,1
340904,3604,1
362564,27292,1
85615,7939,1
413067,638374,1
304328,435064,1
201714,836407,1
338449,53208,1
254874,385591,1
207358,919735,1
141896,633049,1
207139,204433,1
264061,525881,1
187658,125496,1
196631,268974,1
295090,979331,1
303230,565099,1
391911,678723,1
206203,920313,1
250884,450680,1
353810,325480,1
274842,385615,1
86155,35662,1
89985,761853,1
339125,7243,1
143616,784528,1
388825,195936,1
141100,520884,1
297194,586218,1
10101,96209,1
190707,858738,1
239731,79832,1
298315,557754,1
199654,920364,1
297367,997591,1
297568,585905,1
3291,817252,1
335370,67270,1
331044,7599,1
394660,824241,1
288596,550833,1
195188,921799,1
253847,389656,1
395234,824133,1
192897,253151,1
184558,699384,1
84033,90370,1
297795,984099,1
85761,7194,1
279761,541823,1
198040,266923,1
126140,435064,1
386805,292866,1
296836,586144,1
252775,221566,1
276668,54988,1
398834,807527,1
4657,817252,1
372759,923388,1
204052,609496,1
89907,557754,1
292945,586125,1
90369,91040,1
334972,67170,1
244164,693226,1
294105,585895,1
195702,921799,1
322175,176920,1
198742,186316,1
290555,990204,1
275742,55072,1
178392,292819,1
271050,145974,1
289108,986461,1
182963,888670,1
88885,740998,1
252144,451086,1
109989,923388,1
204097,922745,1
394509,923388,1
354823,947293,1
396092,777002,1
235095,817252,1
332202,7827,1
180388,261876,1
86555,35417,1
153635,978112,1
203134,921799,1
328616,586144,1
172591,858040,1
299449,975580,1
388966,250982,1
277852,271685,1
328748,586296,1
405959,638374,1
268760,525881,1
258951,341031,1
180555,155271,1
296056,586155,1
249797,402,1
145276,678972,1
182006,699691,1
276524,402,1
393205,824233,1
295096,979244,1
195956,185356,1
296473,990204,1
397118,50637,1
251321,433250,1
388717,257327,1
381167,944335,1
209558,495222,1
292616,585794,1
183618,622685,1
254045,46215,1
397791,740842,1
338579,51761,1
284686,294274,1
414666,579180,1
85808,94220,1
79829,181319,1
301430,435064,1
191680,161717,1
253804,309416,1
288734,567194,1
332239,7243,1
340195,482301,1
255476,56677,1
288752,550800,1
254049,46925,1
397413,740839,1
328408,586401,1
144921,762012,1
293171,586047,1
139856,978112,1
329023,586019,1
332600,734176,1
273586,176987,1
234863,248752,1
394783,824133,1
294352,585758,1
330106,3604,1
345824,387655,1
254799,77083,1
125428,542396,1
274164,109006,1
337720,649378,1
301863,585895,1
276670,55241,1
294346,585876,1
95825,923388,1
334020,67270,1
300202,646498,1
187930,155665,1
202010,822436,1
297859,586478,1
86018,81900,1
293498,585913,1
288565,586167,1
271929,104539,1
125312,7639,1
186145,70322,1
333177,67494,1
180872,764851,1
84631,89747,1
179253,155358,1
90341,847427,1
191617,259340,1
336596,585794,1
356405,912262,1
257850,238707,1
333380,405962,1
258438,757419,1
390492,799559,1
198261,266923,1
88878,396344,1
258599,438455,1
203982,371875,1
297567,586155,1
274551,8903,1
84990,79832,1
185324,556154,1
291291,229065,1
1773,435064,1
72071,758946,1
284171,211410,1
171641,951412,1
2068,435064,1
251318,433274,1
202956,840814,1
90435,716899,1
210393,920364,1
91838,378283,1
331706,7928,1
239907,821292,1
344505,141637,1
269176,525881,1
273661,7478,1
393697,824233,1
355057,874271,1
352399,435064,1
295834,586091,1
333961,67137,1
295111,979315,1
284358,292866,1
253494,385360,1
270872,89938,1
184402,764802,1
332838,385854,1
264798,923388,1
84623,39979,1
241748,387655,1
338848,7839,1
90968,423689,1
62799,132077,1
390552,770527,1
302100,657680,1
179762,230896,1
85559,251024,1
328361,585895,1
251445,308,1
399758,79832,1
295128,979485,1
348994,435064,1
333283,355212,1
302189,586155,1
173456,858483,1
275627,384887,1
398266,807527,1
330642,556154,1
335204,734377,1
284889,292930,1
202793,840814,1
275190,56384,1
208481,922139,1
208512,435064,1
200476,660634,1
254655,412276,1
328789,586246,1
143627,978112,1
328293,551070,1
11372,96209,1
172258,999592,1
178710,161717,1
191681,294274,1
47849,978112,1
184965,344163,1
120587,221566,1
395347,824116,1
252141,201583,1
387697,257169,1
184444,764893,1
301674,586144,1
252153,385349,1
209649,920313,1
140179,649060,1
31946,885900,1
84384,899598,1
217064,435064,1
237603,79832,1
334827,366,1
288606,586332,1
284061,211397,1
231223,435064,1
295094,979329,1
178590,149676,1
257624,406091,1
373579,847225,1
183138,42842,1
264345,293156,1
333922,54160,1
54172,192232,1
391958,678244,1
187028,707453,1
84009,183261,1
186787,97958,1
292509,586441,1
103126,817252,1
281205,174426,1
142371,557754,1
202008,824651,1
294167,550833,1
296387,586225,1
332837,385614,1
193161,201583,1
328584,586332,1
385261,141637,1
24462,817252,1
328720,586401,1
89138,712324,1
259446,518323,1
303926,986461,1
67102,885900,1
291928,153980,1
334580,67494,1
330427,405272,1
86017,81991,1
195609,257761,1
328749,586019,1
328349,586441,1
193104,159035,1
180093,195936,1
208330,68805,1
398475,807550,1
86745,36066,1
92913,141637,1
254467,39979,1
297464,585863,1
159001,179938,1
255161,406424,1
328455,567194,1
254327,77083,1
398919,807605,1
328491,585676,1
154659,495222,1
328282,562952,1
181987,802409,1
334967,38380,1
391633,619538,1
288708,586206,1
193286,253151,1
145225,845775,1
91004,403345,1
372977,999592,1
295359,585654,1
97492,435064,1
193564,169340,1
328614,585864,1
155051,542396,1
187150,241180,1
93221,7639,1
328876,550927,1
271930,104910,1
328413,550762,1
302489,585661,1
382964,817252,1
397099,776853,1
391493,387524,1
161283,495556,1
258771,385630,1
190928,82082,1
334992,734077,1
381894,241193,1
301047,664957,1
292949,586206,1
241714,866159,1
83351,51771,1
336139,550784,1
258543,435064,1
292724,586246,1
276523,106039,1
296653,585913,1
172419,859108,1
178393,293640,1
150847,547441,1
145123,679358,1
336835,899598,1
328496,586047,1
274697,249384,1
396562,776444,1
187929,155271,1
251124,383,1
56713,707453,1
198522,126212,1
392100,806535,1
339730,142074,1
251612,58025,1
90264,701475,1
328813,585676,1
144833,679541,1
288548,567194,1
348499,7639,1
397132,771798,1
367273,435064,1
389765,807080,1
2506,435064,1
294368,726670,1
288621,550965,1
190417,111555,1
93812,619538,1
274162,109085,1
145265,158243,1
271938,104464,1
203207,566254,1
299518,509513,1
335195,57929,1
250540,492122,1
294497,946889,1
192062,234873,1
23482,865641,1
199651,919356,1
179890,292866,1
343939,81900,1
255475,56778,1
237678,141637,1
208859,920313,1
144831,678050,1
186799,125172,1
142073,340930,1
204884,443870,1
255089,54160,1
209106,919322,1
172236,858147,1
256341,385614,1
384632,823105,1
271218,90620,1
251461,436546,1
302813,594251,1
271313,62299,1
362279,927155,1
251328,433295,1
277900,272243,1
251366,385708,1
393664,824256,1
81545,502138,1
242106,859399,1
195922,126751,1
288736,586401,1
329027,585964,1
386952,293156,1
306518,143255,1
85980,7609,1
237035,872517,1
203419,923173,1
203234,922745,1
196285,525554,1
269614,301947,1
250309,281047,1
174408,201583,1
417821,978112,1
296464,657680,1
294767,585899,1
255699,77083,1
201996,825494,1
196735,176406,1
399493,773328,1
277153,55113,1
356843,999592,1
354774,770453,1
343991,999592,1
186139,83666,1
87309,475520,1
22836,141933,1
396673,742819,1
190758,293156,1
83940,7699,1
415048,623296,1
250032,365293,1
362002,817252,1
288557,586122,1
238600,435064,1
254214,313193,1
89979,331631,1
178086,286280,1
277000,305321,1
174113,858380,1
344542,923388,1
288753,586122,1
255833,7574,1
267438,524559,1
335732,585638,1
390932,771009,1
302193,585905,1
270870,90343,1
250461,385652,1
257255,121365,1
329020,550762,1
344792,7639,1
276810,308,1
249677,436607,1
270874,90370,1
204251,218778,1
192716,67719,1
91003,403379,1
191848,231010,1
424289,649060,1
239020,201583,1
388225,292930,1
250177,48333,1
210522,83502,1
328560,586441,1
210392,919322,1
241338,859399,1
264778,83666,1
339520,413108,1
200949,164769,1
86319,35875,1
419028,806364,1
198419,113086,1
191000,292930,1
395240,824239,1
96706,64570,1
73685,916786,1
146140,345783,1
352722,346469,1
329442,720346,1
394037,824133,1
146283,79832,1
255280,402,1
342698,194674,1
293022,586478,1
182867,802409,1
308961,899598,1
253399,213070,1
288529,586293,1
199717,7639,1
398981,807465,1
334066,67170,1
271130,978112,1
19112,435064,1
398697,807504,1
328414,586019,1
392004,668460,1
205260,68805,1
271777,8278,1
235439,435064,1
331046,7948,1
292656,586091,1
187209,161717,1
191689,81900,1
152649,857076,1
266868,525881,1
275453,385360,1
196529,266923,1
183629,764851,1
84702,251024,1
153569,495222,1
274334,108636,1
399965,668485,1
83939,7868,1
302490,589418,1
192887,253134,1
274556,52212,1
3623,670982,1
339918,7404,1
106864,284509,1
210771,451311,1
249481,46109,1
257962,58025,1
394045,824239,1
394041,824392,1
390560,770904,1
271643,174426,1
338987,7819,1
357759,221566,1
277318,481116,1
198464,961924,1
328898,585804,1
202001,825361,1
174070,858134,1
333671,38380,1
285335,261876,1
139990,631123,1
178391,292709,1
254912,7609,1
208002,921720,1
394194,824204,1
394160,824165,1
285315,161613,1
285466,262123,1
302067,586225,1
142072,341338,1
395770,776825,1
253749,7868,1
274701,43967,1
180453,155358,1
335981,586441,1
344506,817252,1
332444,8009,1
250553,37762,1
389650,807387,1
204586,566254,1
284888,155358,1
328412,586206,1
207385,921130,1
221589,737069,1
389113,284785,1
206877,68950,1
276998,305556,1
86552,35928,1
393680,824392,1
182094,762080,1
258786,536044,1
189393,79832,1
250305,365293,1
202002,822942,1
173459,858309,1
180876,435064,1
237212,918799,1
235052,141637,1
178170,161613,1
184784,3604,1
361607,942544,1
276328,10932,1
207984,919079,1
294096,586296,1
238228,735165,1
394170,824116,1
84982,7819,1
192213,231029,1
392644,201583,1
295109,980151,1
218043,435064,1
288052,622105,1
197181,268974,1
85091,82082,1
186166,165487,1
391282,7639,1
390074,201583,1
399825,669411,1
184815,402528,1
144808,79832,1
99294,284509,1
27182,189783,1
206796,919356,1
199997,435064,1
193608,81900,1
250490,365930,1
235762,859399,1
1977,141637,1
272843,55072,1
333685,435380,1
346756,999592,1
215220,53074,1
197779,12109,1
187601,211410,1
280642,466825,1
334817,308,1
334971,67494,1
328846,586332,1
238138,872517,1
181772,764787,1
40841,583621,1
198564,126751,1
295260,562970,1
288540,585876,1
197614,267408,1
234167,898919,1
241222,851651,1
353839,201583,1
293167,551111,1
205049,435064,1
148803,874271,1
366414,999592,1
335192,57692,1
6011,490212,1
187756,149676,1
18958,201583,1
394786,824392,1
178591,149729,1
340466,558641,1
203076,650894,1
288682,586004,1
292639,585895,1
179763,231008,1
278764,499979,1
399795,678290,1
92468,284509,1
194523,921799,1
256965,405985,1
356765,435064,1
86553,35296,1
277239,55147,1
184557,699521,1
397424,776760,1
254873,385652,1
181639,740842,1
399862,716139,1
284235,149729,1
288495,551070,1
301981,585863,1
85647,912262,1
420816,384488,1
297112,585638,1
205996,566662,1
420397,455732,1
88738,3604,1
236855,872517,1
206797,922745,1
188596,245434,1
183314,669004,1
88090,712324,1
120396,132077,1
358589,238952,1
393280,824165,1
210369,919356,1
394619,824165,1
397593,776798,1
372407,899598,1
212808,451311,1
355014,958546,1
328896,551092,1
251294,767629,1
4903,817252,1
421558,542396,1
180333,293156,1
186173,70431,1
390547,771009,1
391454,799649,1
265602,278486,1
204659,193830,1
334121,734176,1
195662,919356,1
90348,846597,1
302144,585876,1
286806,635282,1
345758,7639,1
416834,435064,1
332806,435380,1
302576,585679,1
277856,271877,1
209545,850664,1
171915,978112,1
204444,443870,1
420713,79832,1
184980,405496,1
393345,824183,1
250463,385591,1
239772,141637,1
257061,385366,1
390572,770771,1
269254,480018,1
399509,669945,1
253414,18442,1
396978,829950,1
273507,344492,1
86599,157916,1
278659,525881,1
204581,566662,1
399366,717050,1
200188,650894,1
293587,585864,1
292341,585899,1
328874,585905,1
84224,7843,1
396434,740770,1
362617,435064,1
93732,817252,1
84291,251024,1
258159,438265,1
258068,406502,1
275452,385614,1
182526,764802,1
184561,699305,1
277880,296957,1
304069,817252,1
328870,586155,1
150305,978112,1
238596,560528,1
331924,7819,1
277151,770776,1
301721,585654,1
395340,824165,1
166246,557754,1
333489,385366,1
254280,366,1
301081,664928,1
200466,728663,1
399486,669533,1
184403,764787,1
336295,585654,1
393168,824392,1
285622,211397,1
96262,745360,1
274698,249607,1
257960,57665,1
328848,586004,1
295095,979264,1
354114,999592,1
286866,994749,1
184981,405272,1
335690,562952,1
387656,257065,1
394788,824239,1
294768,586401,1
173460,858970,1
288688,550762,1
282422,461041,1
86356,8937,1
270479,89961,1
295711,585794,1
255472,56752,1
340125,435064,1
399937,675682,1
186371,292930,1
285918,451311,1
353006,221566,1
88500,3604,1
238055,872517,1
183428,435064,1
328791,585863,1
294086,586218,1
89005,694997,1
334067,67247,1
114735,923388,1
193402,120977,1
149234,79832,1
85343,7948,1
89113,846597,1
197641,482064,1
333297,8937,1
257961,57929,1
282379,460985,1
277877,296406,1
279520,503987,1
399307,716971,1
238449,884783,1
276134,55208,1
339142,68305,1
284341,68082,1
198657,687240,1
272083,30483,1
332553,658652,1
185050,201583,1
136,435064,1
328589,585913,1
188492,224919,1
274708,8628,1
253342,206816,1
396178,8937,1
346559,817252,1
267891,435064,1
288743,585964,1
236653,872517,1
398471,807461,1
274615,44186,1
296555,585808,1
186717,246459,1
187683,125164,1
251503,57692,1
125053,899598,1
185737,155339,1
257908,406200,1
263848,288341,1
190437,899598,1
252547,309841,1
284526,253482,1
205078,218778,1
390564,771193,1
390773,740842,1
253526,212880,1
256490,438455,1
256831,387856,1
331012,413244,1
265231,294274,1
300021,990204,1
269400,480018,1
276307,385854,1
255106,46444,1
399673,716971,1
404435,638374,1
274998,308,1
209775,435064,1
195216,921799,1
390955,64922,1
273030,1666,1
388174,82082,1
392713,435064,1
388720,257546,1
288505,586125,1
281557,283214,1
244888,7639,1
373833,435064,1
210353,922745,1
179959,195936,1
276978,682073,1
395006,422424,1
397869,776738,1
356324,956417,1
284234,149676,1
293890,585654,1
84110,89961,1
208338,68673,1
180977,413244,1
394782,824256,1
198741,185356,1
264112,294274,1
292284,562952,1
209123,922745,1
89152,746913,1
145689,79832,1
199653,923203,1
148008,345783,1
395727,824256,1
397692,768750,1
208483,921799,1
390945,770527,1
264117,292866,1
390192,807197,1
204661,193493,1
271765,413244,1
394432,141637,1
292753,585876,1
392906,824116,1
328456,550800,1
195699,920552,1
284054,170146,1
340459,558231,1
174282,435064,1
193981,935729,1
290269,899598,1
89103,743409,1
328757,586091,1
302705,586441,1
332833,406251,1
286380,562970,1
144940,677542,1
334392,406046,1
153585,311910,1
277893,296788,1
145484,817072,1
389237,81900,1
268084,498167,1
240256,844901,1
264992,292930,1
391181,747735,1
297873,571146,1
238364,918799,1
255465,56962,1
372971,611348,1
60125,221566,1
301871,586091,1
243875,435064,1
173715,978112,1
144943,682717,1
330772,344163,1
193298,253096,1
332383,435064,1
195183,289573,1
215135,999592,1
200461,728680,1
140184,487895,1
394161,824165,1
334576,38380,1
208174,180969,1
252129,402,1
167478,978112,1
195930,186316,1
333909,734298,1
206873,68805,1
295239,585864,1
89108,622745,1
86602,35779,1
271936,104826,1
394461,824133,1
340057,68305,1
189374,221566,1
265315,435064,1
235991,79832,1
388263,214283,1
208353,289573,1
271943,104500,1
294650,571146,1
331920,7839,1
18922,79832,1
193638,944002,1
362615,927155,1
263640,83666,1
256063,7243,1
328407,585905,1
255246,270,1
388261,231129,1
396719,768781,1
300324,562585,1
91657,51354,1
301864,547441,1
334973,67247,1
182995,405414,1
339162,7220,1
253402,46518,1
328986,586025,1
399687,678404,1
302043,988245,1
185373,978112,1
269371,201583,1
399473,669725,1
251753,405925,1
292853,585638,1
180934,764893,1
393157,824256,1
88731,703137,1
287592,633260,1
205098,850664,1
393685,824239,1
300858,657688,1
365510,707453,1
218286,327526,1
172417,858380,1
